# Origin	Destination	menuOption menuTarget objectID	Skills	Items	Quests	Varbits	VarPlayers	Duration	Display info
# Tutorial Island									
3666 3809 0	3685 3756 0	Jump on Rubber cap mushroom 30606							
3663 3808 0	3685 3756 0	Jump on Rubber cap mushroom 30606							
3664 3808 0	3685 3756 0	Jump on Rubber cap mushroom 30606							
3665 3808 0	3685 3756 0	Jump on Rubber cap mushroom 30606							
3768 3868 1	3768 3868 0	Climb-down Trapdoor 30725							
3768 3868 0	3768 3868 1	Climb-up Ladder 30727							
3767 3868 1	3768 3868 0	Climb-down Trapdoor 30725							
3767 3868 0	3768 3868 1	Climb-up Ladder 30727							
3766 3867 1	3768 3868 0	Climb-down Trapdoor 30725							
3769 3867 0	3768 3868 1	Climb-up Ladder 30727							
3766 3867 0	3768 3868 1	Climb-up Ladder 30727							
3766 3866 0	3768 3868 1	Climb-up Ladder 30727							
3767 3865 0	3768 3868 1	Climb-up Ladder 30727							
3757 3870 1	3753 3869 0	Descend Stairs 30682							
3753 3869 0	3757 3869 1	Climb Stairs 30681							
3757 3869 1	3753 3869 0	Descend Stairs 30682							
3753 3870 0	3757 3869 1	Climb Stairs 30681							
3757 3868 1	3753 3869 0	Descend Stairs 30682							
3753 3868 0	3757 3869 1	Climb Stairs 30681							
3746 3832 0	3745 3831 1	Climb Up Ladder 30940							
3745 3831 1	3747 3831 0	Climb Down Ladder 30941							
3747 3831 0	3745 3831 1	Climb Up Ladder 30940							
3746 3830 0	3745 3831 1	Climb Up Ladder 30940							
3730 3831 1	3728 3831 0	Climb Down Ladder 30939							
3728 3831 0	3730 3831 1	Climb Up Ladder 30938							
3729 3830 0	3730 3831 1	Climb Up Ladder 30938							
3729 3832 0	3730 3831 1	Climb Up Ladder 30938							
									
# Musa Point									
2956 3146 0	2956 3143 1	Cross Gangplank 2081						3	
2956 3143 1	2956 3146 0	Cross Gangplank 2082						3	
2960 3141 0	2960 3141 1	Climb-up Ship's ladder 272							
2960 3141 1	2960 3141 0	Climb-down Ship's ladder 273							
2956 3141 0	2956 3141 1	Climb-up Ship's ladder 272							
2956 3141 1	2956 3141 0	Climb-down Ship's ladder 273							
2952 3141 0	2952 3141 1	Climb-up Ship's ladder 272							
2952 3141 1	2952 3141 0	Climb-down Ship's ladder 273							
2962 3139 1	2964 3139 2	Climb-up Ship's ladder 245							
2964 3139 2	2962 3139 1	Climb-down Ship's ladder 246							
2962 3143 1	2964 3143 2	Climb-up Ship's ladder 245							
2964 3143 2	2962 3143 1	Climb-down Ship's ladder 246							
2954 3158 0	2957 3158 1	Cross Gangplank 17398						3	
2957 3158 1	2954 3158 0	Cross Gangplank 17399						3	
									
# Brimhaven									
2763 3238 1	2760 3238 0	Cross Gangplank 17401						3	
2760 3238 0	2763 3238 1	Cross Gangplank 17400						3	
2772 3234 0	2775 3234 1	Cross Gangplank 2087						3	
2775 3234 1	2772 3234 0	Cross Gangplank 2088						3	
2776 3235 0	2776 3235 1	Climb-up Ship's ladder 9744							
2776 3235 1	2776 3235 0	Climb-down Ship's ladder 9745							
2777 3234 1	2776 3235 0	Climb-down Ship's ladder 9745							
2775 3234 1	2776 3235 0	Climb-down Ship's ladder 9745							
2690 9547 0	2682 9548 0	Cross Stepping stone 19040						4	
2695 9533 0	2697 9525 0	Cross Stepping stone 19040						4	
									
# Karamja Volcano									
2855 3169 0	2855 9569 0	Climb-down Rocks 11441							
2855 9569 0	2856 3167 0	Climb Climbing rope 18969							
2856 3167 0	2856 9567 0	Climb-down Rocks 11441							
2856 9568 0	2856 3167 0	Climb Climbing rope 18969							
2855 3168 0	2855 9568 0	Climb-down Rocks 11441							
2856 9570 0	2856 3167 0	Climb Climbing rope 18969							
2857 3167 0	2857 9567 0	Climb-down Rocks 11441							
2857 9569 0	2856 3167 0	Climb Climbing rope 18969							
2858 3168 0	2858 9568 0	Climb-down Rocks 11441							
2858 3169 0	2858 9569 0	Climb-down Rocks 11441							
2857 3170 0	2857 9570 0	Climb-down Rocks 11441							
2856 3170 0	2856 9570 0	Climb-down Rocks 11441							
2862 9573 0	2480 5175 0	Enter Cave entrance 11835							
2480 5175 0	2862 9572 0	Enter Cave exit 11836							
2862 9572 0	2480 5175 0	Enter Cave entrance 11835							
2481 5175 0	2862 9572 0	Enter Cave exit 11836							
2862 9571 0	2480 5175 0	Enter Cave entrance 11835							
2479 5175 0	2862 9572 0	Enter Cave exit 11836							
2863 9574 0	2480 5175 0	Enter Cave entrance 11835							
2863 9570 0	2480 5175 0	Enter Cave entrance 11835							
2864 9570 0	2480 5175 0	Enter Cave entrance 11835							
2865 9571 0	2480 5175 0	Enter Cave entrance 11835							
2865 9572 0	2480 5175 0	Enter Cave entrance 11835							
									
# Island West of Brimhaven									
2709 3209 0	2704 3209 0	Swing-on Ropeswing 23568						5	
2705 3205 0	2709 3205 0	Swing-on Ropeswing 23569						5	
									
# Port Piscarillius									
1824 3694 1	1824 3691 0	Cross Gangplank 27778						3	
1824 3691 0	1824 3694 1	Cross Gangplank 27777						3	
									
# Tree Gnome Village									
2515 3160 0	2515 3161 0	Squeeze-through Loose Railing 2186							
2515 3161 0	2515 3160 0	Squeeze-through Loose Railing 2186							
2516 3166 1	2516 3166 0	Climb-down Ladder 16679							
2516 3166 0	2516 3166 1	Climb-up Ladder 17026							
2515 3165 1	2515 3165 0	Climb-down Ladder 16679							
2517 3165 1	2517 3165 0	Climb-down Ladder 16679							
2521 3163 1	2521 3163 0	Climb-down Ladder 16685							
2521 3163 0	2521 3163 1	Climb-up Ladder 17026							
2526 3162 0	2526 3162 1	Climb-up Ladder 17026							
2525 3163 1	2525 3163 0	Climb-down Ladder 16679							
2526 3162 1	2526 3162 0	Climb-down Ladder 16679							
2525 3161 1	2525 3161 0	Climb-down Ladder 16679							
2526 3172 1	2526 3172 0	Climb-down Ladder 16679							
2526 3172 0	2526 3172 1	Climb-up Ladder 17026							
2525 3171 1	2525 3171 0	Climb-down Ladder 16679							
2504 3191 0	2515 3159 0	Follow Elkoy 4968					111>0	5	
2515 3159 0	2504 3191 0	Follow Elkoy 4968					111>0	5	
									
# Tree Gnome Stronghold									
2449 3463 0	2449 3463 1	Climb-up Ladder 16683							
2449 3463 1	2449 3463 0	Climb-down Ladder 16679							
2443 3462 0	2443 3462 1	Climb-up Ladder 16683							
2443 3462 1	2443 3462 0	Climb-down Ladder 16679							
2444 3463 0	2444 3463 1	Climb-up Ladder 16683							
2444 3463 1	2444 3463 0	Climb-down Ladder 16679							
2443 3464 0	2443 3464 1	Climb-up Ladder 16683							
2443 3464 1	2443 3464 0	Climb-down Ladder 16679							
2442 3463 0	2442 3463 1	Climb-up Ladder 16683							
2442 3463 1	2442 3463 0	Climb-down Ladder 16679							
2438 3464 0	2438 3464 1	Climb-up Ladder 16683							
2438 3464 1	2438 3464 0	Climb-down Ladder 16679							
2437 3465 0	2437 3465 1	Climb-up Ladder 16683							
2437 3465 1	2437 3465 0	Climb-down Ladder 16679							
2436 3464 1	2436 3464 0	Climb-down Ladder 16679							
2436 3464 0	2436 3464 1	Climb-up Ladder 16683							
2437 3463 1	2437 3463 0	Climb-down Ladder 16679							
2437 3463 0	2437 3463 1	Climb-up Ladder 16683							
2423 3441 0	2423 3441 1	Climb-up Ladder 16683							
2423 3441 1	2423 3441 0	Climb-down Ladder 16679							
2424 3442 0	2424 3442 1	Climb-up Ladder 16683							
2424 3442 1	2424 3442 0	Climb-down Ladder 16679							
2423 3443 0	2423 3443 1	Climb-up Ladder 16683							
2423 3443 1	2423 3443 0	Climb-down Ladder 16679							
2422 3442 0	2422 3442 1	Climb-up Ladder 16683							
2422 3442 1	2422 3442 0	Climb-down Ladder 16679							
2422 3422 1	2422 3422 2	Climb-up Ladder 16683							
2422 3422 2	2422 3422 1	Climb-down Ladder 16679							
2423 3423 1	2423 3423 2	Climb-up Ladder 16683							
2423 3423 2	2423 3423 1	Climb-down Ladder 16679							
2424 3422 1	2424 3422 2	Climb-up Ladder 16683							
2424 3422 2	2424 3422 1	Climb-down Ladder 16679							
2416 3444 0	2415 3446 1	Climb-up Staircase 16675							
2415 3446 1	2416 3447 0	Climb-down Staircase 16677							
2416 3447 0	2415 3446 1	Climb-up Staircase 16675							
2417 3447 0	2415 3446 1	Climb-up Staircase 16675							
2418 3446 0	2415 3446 1	Climb-up Staircase 16675							
2418 3445 0	2415 3446 1	Climb-up Staircase 16675							
2417 3444 0	2415 3446 1	Climb-up Staircase 16675							
2415 3445 0	2415 3446 1	Climb-up Staircase 16675							
2403 3450 0	2400 3450 1	Climb-up Staircase 16675							
2400 3450 1	2401 3451 0	Climb-down Staircase 16677							
2401 3451 0	2400 3450 1	Climb-up Staircase 16675							
2402 3451 0	2400 3450 1	Climb-up Staircase 16675							
2400 3450 0	2400 3450 1	Climb-up Staircase 16675							
2403 3449 0	2400 3450 1	Climb-up Staircase 16675							
2402 3448 0	2400 3450 1	Climb-up Staircase 16675							
2401 3448 0	2400 3450 1	Climb-up Staircase 16675							
2408 3436 0	2408 3436 1	Climb-up Ladder 16683							
2408 3436 1	2408 3436 0	Climb-down Ladder 16679							
2409 3435 0	2409 3435 1	Climb-up Ladder 16683							
2409 3435 1	2409 3435 0	Climb-down Ladder 16679							
2408 3434 0	2408 3434 1	Climb-up Ladder 16683							
2408 3434 1	2408 3434 0	Climb-down Ladder 16679							
2407 3435 0	2407 3435 1	Climb-up Ladder 16683							
2407 3435 1	2407 3435 0	Climb-down Ladder 16679							
2418 3416 1	2417 3417 0	Climb-down Staircase 16677							
2417 3417 0	2418 3416 1	Climb-up Staircase 16675							
2417 3418 0	2418 3416 1	Climb-up Staircase 16675							
2418 3419 0	2418 3416 1	Climb-up Staircase 16675							
2419 3419 0	2418 3416 1	Climb-up Staircase 16675							
2418 3416 0	2418 3416 1	Climb-up Staircase 16675							
2420 3417 0	2418 3416 1	Climb-up Staircase 16675							
2420 3418 0	2418 3416 1	Climb-up Staircase 16675							
2443 3415 0	2445 3416 1	Climb-up Staircase 16675							
2445 3416 1	2446 3415 0	Climb-down Staircase 16677							
2446 3415 0	2445 3416 1	Climb-up Staircase 16675							
2446 3414 0	2445 3416 1	Climb-up Staircase 16675							
2445 3413 0	2445 3416 1	Climb-up Staircase 16675							
2444 3413 0	2445 3416 1	Climb-up Staircase 16675							
2443 3414 0	2445 3416 1	Climb-up Staircase 16675							
2445 3416 0	2445 3416 1	Climb-up Staircase 16675							
2444 3416 0	2445 3416 1	Climb-up Staircase 16675							
2445 3433 1	2444 3434 0	Climb-down Staircase 16677							
2444 3434 0	2445 3433 1	Climb-up Staircase 16675							
2444 3435 0	2445 3433 1	Climb-up Staircase 16675							
2445 3436 0	2445 3433 1	Climb-up Staircase 16675							
2446 3436 0	2445 3433 1	Climb-up Staircase 16675							
2447 3435 0	2445 3433 1	Climb-up Staircase 16675							
2447 3434 0	2445 3433 1	Climb-up Staircase 16675							
2445 3433 0	2445 3433 1	Climb-up Staircase 16675							
2446 3433 0	2445 3433 1	Climb-up Staircase 16675							
2442 3405 0	2440 3403 1	Climb-up Staircase 16675							
2440 3403 1	2439 3404 0	Climb-down Staircase 16677							
2439 3404 0	2440 3403 1	Climb-up Staircase 16675							
2439 3405 0	2440 3403 1	Climb-up Staircase 16675							
2440 3406 0	2440 3403 1	Climb-up Staircase 16675							
2441 3406 0	2440 3403 1	Climb-up Staircase 16675							
2440 3403 0	2440 3403 1	Climb-up Staircase 16675							
2442 3404 0	2440 3403 1	Climb-up Staircase 16675							
2461 3415 0	2460 3417 1	Climb-up Staircase 16675							
2460 3417 1	2461 3418 0	Climb-down Staircase 16677							
2461 3418 0	2460 3417 1	Climb-up Staircase 16675							
2462 3418 0	2460 3417 1	Climb-up Staircase 16675							
2463 3417 0	2460 3417 1	Climb-up Staircase 16675							
2463 3416 0	2460 3417 1	Climb-up Staircase 16675							
2462 3415 0	2460 3417 1	Climb-up Staircase 16675							
2460 3417 0	2460 3417 1	Climb-up Staircase 16675							
2460 3416 0	2460 3417 1	Climb-up Staircase 16675							
2457 3417 1	2456 3416 0	Climb-down Staircase 16677							
2456 3416 0	2457 3417 1	Climb-up Staircase 16675							
2455 3416 0	2457 3417 1	Climb-up Staircase 16675							
2457 3418 0	2457 3417 1	Climb-up Staircase 16675							
2457 3417 0	2457 3417 1	Climb-up Staircase 16675							
2456 3419 0	2457 3417 1	Climb-up Staircase 16675							
2455 3419 0	2457 3417 1	Climb-up Staircase 16675							
2477 3400 0	2475 3399 1	Climb-up Staircase 16675							
2475 3399 1	2474 3400 0	Climb-down Staircase 16677							
2474 3400 0	2475 3399 1	Climb-up Staircase 16675							
2474 3401 0	2475 3399 1	Climb-up Staircase 16675							
2475 3402 0	2475 3399 1	Climb-up Staircase 16675							
2475 3399 0	2475 3399 1	Climb-up Staircase 16675							
2477 3401 0	2475 3399 1	Climb-up Staircase 16675							
2476 3402 0	2475 3399 1	Climb-up Staircase 16675							
2378 3490 0	2378 3489 1	Climb-up Staircase 16675							
2378 3489 1	2377 3488 0	Climb-down Staircase 16677							
2377 3488 0	2378 3489 1	Climb-up Staircase 16675							
2378 3489 0	2378 3489 1	Climb-up Staircase 16675							
2377 3491 0	2378 3489 1	Climb-up Staircase 16675							
2376 3491 0	2378 3489 1	Climb-up Staircase 16675							
2375 3490 0	2378 3489 1	Climb-up Staircase 16675							
2375 3489 0	2378 3489 1	Climb-up Staircase 16675							
2384 3505 0	2384 3505 1	Climb-up Staircase 16675							
2384 3505 1	2383 3506 0	Climb-down Staircase 16677							
2383 3506 0	2384 3505 1	Climb-up Staircase 16675							
2383 3507 0	2384 3505 1	Climb-up Staircase 16675							
2384 3508 0	2384 3505 1	Climb-up Staircase 16675							
2385 3508 0	2384 3505 1	Climb-up Staircase 16675							
2386 3507 0	2384 3505 1	Climb-up Staircase 16675							
2386 3506 0	2384 3505 1	Climb-up Staircase 16675							
2385 3505 0	2384 3505 1	Climb-up Staircase 16675							
2388 3513 0	2388 3513 1	Climb-up Staircase 16675							
2388 3513 1	2389 3514 0	Climb-down Staircase 16677							
2389 3514 0	2388 3513 1	Climb-up Staircase 16675							
2390 3514 0	2388 3513 1	Climb-up Staircase 16675							
2391 3512 0	2388 3513 1	Climb-up Staircase 16675							
2390 3511 0	2388 3513 1	Climb-up Staircase 16675							
2389 3511 0	2388 3513 1	Climb-up Staircase 16675							
2388 3512 0	2388 3513 1	Climb-up Staircase 16675							
2397 3512 0	2397 3513 1	Climb-up Staircase 16675							
2397 3513 1	2398 3514 0	Climb-down Staircase 16677							
2398 3514 0	2397 3513 1	Climb-up Staircase 16675							
2399 3514 0	2397 3513 1	Climb-up Staircase 16675							
2397 3513 0	2397 3513 1	Climb-up Staircase 16675							
2398 3511 0	2397 3513 1	Climb-up Staircase 16675							
2399 3511 0	2397 3513 1	Climb-up Staircase 16675							
2400 3512 0	2397 3513 1	Climb-up Staircase 16675							
2414 3490 0	2412 3489 1	Climb-up Staircase 16675							
2413 3490 0	2412 3489 1	Climb-up Staircase 16675							
2412 3489 1	2413 3490 0	Climb-down Staircase 16677							
2412 3489 0	2412 3489 1	Climb-up Staircase 16675							
2412 3488 0	2412 3489 1	Climb-up Staircase 16675							
2413 3487 0	2412 3489 1	Climb-up Staircase 16675							
2414 3487 0	2412 3489 1	Climb-up Staircase 16675							
2415 3489 0	2412 3489 1	Climb-up Staircase 16675							
2415 3488 0	2412 3489 1	Climb-up Staircase 16675							
2416 3491 0	2418 3492 1	Climb-up Staircase 16675							
2418 3492 1	2419 3491 0	Climb-down Staircase 16677							
2419 3491 0	2418 3492 1	Climb-up Staircase 16675							
2419 3490 0	2418 3492 1	Climb-up Staircase 16675							
2417 3492 0	2418 3492 1	Climb-up Staircase 16675							
2417 3489 0	2418 3492 1	Climb-up Staircase 16675							
2416 3490 0	2418 3492 1	Climb-up Staircase 16675							
2422 3472 0	2421 3473 1	Climb-up Staircase 16675							
2421 3473 1	2422 3472 0	Climb-down Staircase 16677							
2422 3471 0	2421 3473 1	Climb-up Staircase 16675							
2421 3470 0	2421 3473 1	Climb-up Staircase 16675							
2421 3473 0	2421 3473 1	Climb-up Staircase 16675							
2420 3473 0	2421 3473 1	Climb-up Staircase 16675							
2419 3472 0	2421 3473 1	Climb-up Staircase 16675							
2419 3471 0	2421 3473 1	Climb-up Staircase 16675							
2420 3470 0	2421 3473 1	Climb-up Staircase 16675							
2395 3473 0	2396 3476 1	Climb-up Staircase 16675							
2396 3476 1	2397 3475 0	Climb-down Staircase 16677							
2397 3475 0	2396 3476 1	Climb-up Staircase 16675							
2397 3474 0	2396 3476 1	Climb-up Staircase 16675							
2396 3473 0	2396 3476 1	Climb-up Staircase 16675							
2396 3476 0	2396 3476 1	Climb-up Staircase 16675							
2395 3476 0	2396 3476 1	Climb-up Staircase 16675							
2394 3475 0	2396 3476 1	Climb-up Staircase 16675							
2394 3474 0	2396 3476 1	Climb-up Staircase 16675							
2396 3503 0	2396 3500 1	Climb-up Staircase 16675							
2396 3500 1	2395 3501 0	Climb-down Staircase 16677							
2395 3501 0	2396 3500 1	Climb-up Staircase 16675							
2395 3502 0	2396 3500 1	Climb-up Staircase 16675							
2397 3500 0	2396 3500 1	Climb-up Staircase 16675							
2397 3503 0	2396 3500 1	Climb-up Staircase 16675							
2398 3502 0	2396 3500 1	Climb-up Staircase 16675							
2398 3501 0	2396 3500 1	Climb-up Staircase 16675							
2477 3463 0	2477 3463 1	Climb-up Ladder 16683							
2477 3463 1	2477 3463 0	Climb-down Ladder 16679							
2476 3464 0	2476 3464 1	Climb-up Ladder 16683							
2476 3464 1	2476 3464 0	Climb-down Ladder 16679							
2475 3463 0	2475 3463 1	Climb-up Ladder 16683							
2475 3463 1	2475 3463 0	Climb-down Ladder 16679							
2476 3462 0	2476 3462 1	Climb-up Ladder 16683							
2476 3462 1	2476 3462 0	Climb-down Ladder 16679							
2481 3409 0	2479 3407 1	Climb-up Staircase 16675							
2479 3407 1	2478 3408 0	Climb-down Staircase 16677							
2478 3408 0	2479 3407 1	Climb-up Staircase 16675							
2478 3409 0	2479 3407 1	Climb-up Staircase 16675							
2479 3410 0	2479 3407 1	Climb-up Staircase 16675							
2480 3410 0	2479 3407 1	Climb-up Staircase 16675							
2479 3407 0	2479 3407 1	Climb-up Staircase 16675							
2480 3407 0	2479 3407 1	Climb-up Staircase 16675							
2481 3408 0	2479 3407 1	Climb-up Staircase 16675							
2487 3407 0	2489 3409 1	Climb-up Staircase 16675							
2489 3409 1	2490 3408 0	Climb-down Staircase 16677							
2490 3408 0	2489 3409 1	Climb-up Staircase 16675							
2490 3407 0	2489 3409 1	Climb-up Staircase 16675							
2489 3406 0	2489 3409 1	Climb-up Staircase 16675							
2488 3406 0	2489 3409 1	Climb-up Staircase 16675							
2488 3409 0	2489 3409 1	Climb-up Staircase 16675							
2486 3401 0	2485 3401 1	Climb-up Staircase 16675							
2485 3401 1	2484 3402 0	Climb-down Staircase 16677							
2484 3402 0	2485 3401 1	Climb-up Staircase 16675							
2484 3403 0	2485 3401 1	Climb-up Staircase 16675							
2485 3404 0	2485 3401 1	Climb-up Staircase 16675							
2485 3401 0	2485 3401 1	Climb-up Staircase 16675							
2487 3402 0	2485 3401 1	Climb-up Staircase 16675							
2487 3403 0	2485 3401 1	Climb-up Staircase 16675							
2486 3404 0	2485 3401 1	Climb-up Staircase 16675							
2461 3385 0	2461 3382 0	Open Gate 190							
2461 3382 0	2461 3385 0	Open Gate 190							
2462 3385 0	2461 3382 0	Open Gate 190							
2460 3382 0	2461 3385 0	Open Gate 190							
2460 3385 0	2461 3382 0	Open Gate 190							
2462 3382 0	2461 3385 0	Open Gate 190							
2465 3491 0	2465 3493 0	Open Tree Door 1967							
2465 3493 0	2465 3491 0	Open Tree Door 1967							
2466 3491 0	2466 3493 0	Open Tree Door 1968							
2466 3493 0	2466 3491 0	Open Tree Door 1968							
2467 3493 0	2466 3491 0	Open Tree Door 1968							
2467 3491 0	2466 3493 0	Open Tree Door 1968							
2464 3493 0	2465 3491 0	Open Tree Door 1967							
2464 3491 0	2465 3493 0	Open Tree Door 1967							
2466 3494 0	2466 3494 1	Climb-up Ladder 16683							
2466 3494 1	2466 3494 0	Climb-down Ladder 16684							
2465 3495 0	2465 3495 1	Climb-up Ladder 16683							
2465 3495 1	2465 3495 0	Climb-down Ladder 16684							
2466 3496 0	2466 3496 1	Climb-up Ladder 16683							
2466 3496 1	2466 3496 0	Climb-down Ladder 16684							
2467 3495 0	2467 3495 1	Climb-up Ladder 16683							
2467 3495 1	2467 3495 0	Climb-down Ladder 16684							
2467 3495 1	2467 3495 2	Climb-up Ladder 16684							
2467 3495 2	2467 3495 3	Climb-up Ladder 2884							
2467 3495 3	2467 3495 2	Climb-down Ladder 16679							
2467 3495 2	2467 3495 1	Climb-down Ladder 2884							
2466 3496 1	2466 3496 2	Climb-up Ladder 16684							
2466 3496 2	2466 3496 1	Climb-down Ladder 2884							
2465 3495 1	2465 3495 2	Climb-up Ladder 16684							
2465 3495 2	2465 3495 1	Climb-down Ladder 2884							
2466 3494 1	2466 3494 2	Climb-up Ladder 16684							
2466 3494 2	2466 3494 1	Climb-down Ladder 2884							
2466 3494 2	2466 3494 3	Climb-up Ladder 2884							
2466 3494 3	2466 3494 2	Climb-down Ladder 16679							
2465 3495 2	2465 3495 3	Climb-up Ladder 2884							
2465 3495 3	2465 3495 2	Climb-down Ladder 16679							
2466 3496 2	2466 3496 3	Climb-up Ladder 2884							
2466 3496 3	2466 3496 2	Climb-down Ladder 16679							
2464 3497 0	2464 9897 0	Open Trapdoor 2446							
2464 9897 0	2464 3497 0	Climb-up Ladder 17385							
2467 9903 0	2467 9905 0	Push Roots 2451							
2467 9905 0	2467 9903 0	Push Roots 2451							
2468 9903 0	2468 9905 0	Push Roots 2451							
2468 9905 0	2468 9903 0	Push Roots 2451							
2430 3424 0	2429 9824 0	Enter Cave 26709							
2429 9824 0	2430 3424 0	Use Tunnel 27257							
2429 9825 0	2430 3424 0	Use Tunnel 27258							
2435 9807 0	2429 9807 0	Enter Tunnel 30174							
2435 9806 0	2429 9806 0	Enter Tunnel 30174							
2402 3420 0	2409 9812 0	Enter Cave entrance 17209							
2409 9812 0	2402 3419 0	Exit Tunnel 17223							
2402 3419 0	2409 9812 0	Enter Cave entrance 17209							
2402 3418 0	2409 9812 0	Enter Cave entrance 17209							
2403 3421 0	2409 9812 0	Enter Cave entrance 17209							
2408 9812 0	2402 3419 0	Exit Tunnel 17222							
2403 3417 0	2409 9812 0	Enter Cave entrance 17209							
2405 3420 0	2409 9812 0	Enter Cave entrance 17209							
2405 3419 0	2409 9812 0	Enter Cave entrance 17209							
2405 3418 0	2409 9812 0	Enter Cave entrance 17209							
									
# Tolna's Rift									
3309 3452 0	3297 9824 0	Enter Rift 13968							
3297 9824 0	3312 3450 0	Climb-up Rope 13999							
3298 9823 0	3312 3450 0	Climb-up Rope 13999							
3296 9823 0	3312 3450 0	Climb-up Rope 13999							
3297 9822 0	3312 3450 0	Climb-up Rope 13999							
2484 3463 1	2486 3465 2	Climb-up Tree 2447							
2485 3465 2	2484 3463 1	Climb-down Tree 28800							
									
# Land's End									
1504 3396 1	1504 3399 0	Cross Gangplank 29724						3	
1504 3399 0	1504 3396 1	Cross Gangplank 29723						3	
1512 3416 0	1512 3416 1	Climb-up Ladder 18324							
1512 3416 1	1512 3416 0	Climb-down Ladder 18325							
									
# Shayzien									
1483 3549 0	1483 9951 3	Enter Crypt Entrance 32403							
1483 9951 3	1483 3549 0	Climb-up Ladder 32401							
1561 3596 0	1561 3592 1	Climb Stairs 27201							
1561 3592 1	1561 3596 0	Climb Stairs 27202							
1562 3596 0	1562 3592 1	Climb Stairs 27201							
1562 3592 1	1562 3596 0	Climb Stairs 27202							
1579 3590 0	1579 3586 1	Climb Stairs 27201							
1579 3586 1	1579 3590 0	Climb Stairs 27202							
1580 3590 0	1580 3586 1	Climb Stairs 27201							
1580 3586 1	1580 3590 0	Climb Stairs 27202							
1509 3595 0	1509 3593 1	Climb-up Ladder 42207							
1509 3593 1	1509 3590 0	Climb-down Ladder 42208							
1511 3592 1	1507 3592 2	Climb Stairs 27199							
1507 3592 2	1511 3592 1	Climb Stairs 27200							
1496 3571 0	1496 3571 1	Climb-up Ladder 42207							
1496 3571 1	1496 3571 0	Climb-down Ladder 42208							
1519 3592 0	1519 3592 1	Climb-up Ladder 42207							
1519 3592 1	1519 3592 0	Climb-down Ladder 42208							
1539 3581 0	1539 3581 1	Climb-up Ladder 42207							
1539 3581 1	1539 3581 0	Climb-down Ladder 42208							
1524 3563 0	1520 3563 1	Climb Stairs 27201							
1520 3563 1	1524 3563 0	Climb Stairs 27202							
1527 3563 0	1523 3563 1	Climb Stairs 27201							
1523 3563 1	1527 3563 0	Climb Stairs 27202							
1524 3543 0	1528 3543 1	Climb Stairs 27199							
1528 3543 1	1524 3543 0	Climb Stairs 27200							
1539 3547 0	1539 3547 1	Climb-up Ladder 42207							
1539 3547 1	1539 3547 0	Climb-down Ladder 42208							
1539 3556 0	1539 3556 1	Climb-up Ladder 42207							
1539 3556 1	1539 3556 0	Climb-down Ladder 42208							
1543 3570 0	1543 3570 1	Climb-up Ladder 42207							
1543 3570 1	1543 3570 0	Climb-down Ladder 42208							
1552 3567 0	1552 3567 1	Climb-up Staircase 42193							
1552 3567 1	1552 3567 0	Climb-down Staircase 42194							
1552 3560 1	1552 3560 2	Climb-up Staircase 42193							
1552 3560 2	1552 3560 1	Climb-down Staircase 42194							
1565 3570 0	1565 3570 1	Climb-up Ladder 42207							
1565 3570 1	1565 3570 0	Climb-down Ladder 42208							
1567 3557 0	1571 3557 1	Climb-up Staircase 42195							
1571 3557 1	1567 3557 0	Climb-down Staircase 42196							
1567 3557 1	1563 3557 2	Climb-up Staircase 42195							
1563 3557 2	1567 3557 1	Climb-down Staircase 42196							
1568 3545 0	1568 3545 1	Climb-up Ladder 42207							
1568 3545 1	1568 3545 0	Climb-down Ladder 42208							
									
# Meyerditch									
3649 3220 0	3631 3219 0	Enter Door 32660				2573=320			
3631 3219 0	3649 3219 0	Enter Door 32659				2573=320			
3649 3219 0	3631 3219 0	Enter Door 32660				2573=320			
3631 3220 0	3649 3219 0	Enter Door 32659				2573=320			
3649 3218 0	3631 3219 0	Enter Door 32660				2573=320			
3631 3218 0	3649 3219 0	Enter Door 32659				2573=320			
3632 3205 0	3632 3202 1	Climb-up Stairs up 17976							
3632 3202 1	3632 3205 0	Climb-down Stairs down 17978							
3604 3202 0	3602 3202 1	Climb-up Ladder 17974							
3602 3202 1	3604 3202 0	Climb-down Ladder 17975							
3588 3180 0	3592 3180 0	Climb-over Wall rubble 18037							
3592 3180 0	3588 3180 0	Climb-over Wall rubble 18038							
3589 3179 0	3592 3180 0	Climb-over Wall rubble 18037							
3590 3173 1	3588 3173 0	Climb-down Floor 18122							
3588 3173 0	3590 3173 1	Climb-up Floor 18124							
3589 3174 1	3588 3173 0	Climb-down Floor 18122							
3589 3174 0	3590 3173 1	Climb-up Floor 18124							
3589 3173 1	3588 3173 0	Climb-down Floor 18122							
3588 3173 1	3588 3173 0	Climb-down Floor 18122							
3589 3173 0	3590 3173 1	Climb-up Floor 18124							
3588 3211 0	3588 3209 1	Climb-up Ladder 18000							
3588 3209 1	3588 3211 0	Climb-down Ladder 17999							
3589 3214 0	3589 3215 0	Open Barricade 18054							
3589 3215 0	3589 3214 0	Open Barricade 18054							
3592 3230 0	3594 3230 1	Climb-up Ladder 18000							
3594 3230 1	3592 3230 0	Climb-down Ladder 17999							
3588 3250 1	3588 3252 2	Climb-up Ladder 18002							
3588 3252 2	3588 3250 1	Climb-down Ladder 18001							
3588 3258 2	3588 3260 1	Climb-down Ladder 18001							
