# Destination	menuOption menuTarget objectID	Skills	Items	Quests	Duration	Display info	Consumable	Wilderness level	Varbits	VarPlayers	Region override
# Banker's Briefcase Bank Chests											
3538 9770 0			33233=1	Sins of the Father	4	Map of Alacrity: Morytania - Meyerditch lab: Cave advanced	F	60			
3441 3330 0			33233=1		4	Map of Alacrity: Morytania - Nature grotto: Bridge	F	60			
3417 3325 0			33233=1		4	Map of Alacrity: Morytania - Mort Myre: Stepping stone	F	60			
3714 2969 0			33233=1		4	Map of Alacrity: Morytania - Mos Le'Harmless: Stepping stone	F	60			
3671 9888 2			33233=1		4	Map of Alacrity: Morytania - Ectofuntus: Weathered wall	F	60			
3444 3533 0			33233=1		4	Map of Alacrity: Morytania - Slayer tower: Broken window	F	60			
3421 3550 0			33233=1		4	Map of Alacrity: Morytania - Slayer tower: Chain medium	F	60			
3448 3576 1			33233=1		4	Map of Alacrity: Morytania - Slayer tower: Chain hard	F	60			
3418 3532 0			33233=1		4	Map of Alacrity: Morytania - Slayer tower: Ivy climb	F	60			
2346 3300 0			33233=1		4	Map of Alacrity: Tirannwn - Arandar: Rocks north	F	60			
2338 3286 0			33233=1		4	Map of Alacrity: Tirannwn - Arandar: Rocks mid	F	60			
2338 3253 0			33233=1		4	Map of Alacrity: Tirannwn - Arandar: Rocks south	F	60			
3219 12441 0			33233=1		4	Map of Alacrity: Tirannwn - Iorwerth dungeon: Gap north	F	60			
3237 12420 0			33233=1		4	Map of Alacrity: Tirannwn - Iorwerth dungeon: Gap south	F	60			
2160 3072 0			33233=1		4	Map of Alacrity: Tirannwn - Zul-Andra: Stepping stone	F	60			
1341 2917 0			33233=1		4	Map of Alacrity: Varlamore - Aldarin: Rocks	F	60			
1368 3327 0			33233=1		4	Map of Alacrity: Varlamore - Nemus retreat: Tunnel north	F	60			
1369 3294 0			33233=1		4	Map of Alacrity: Varlamore - Nemus retreat: Broken wall south	F	60			
1393 3309 0			33233=1		4	Map of Alacrity: Varlamore - Nemus retreat: Stepping stone east	F	60			
1453 3329 0			33233=1		4	Map of Alacrity: Varlamore - Auburn valley: Log balance north	F	60			
1401 3291 0			33233=1		4	Map of Alacrity: Varlamore - Auburn valley: Log balance south	F	60			
1324 3364 0			33233=1	Shadows of Custodia	4	Map of Alacrity: Varlamore - Custodia cave: Gap squeeze	F	60			
1477 3310 0			33233=1		4	Map of Alacrity: Varlamore - Darkfrost: Rocks	F	60			
1587 3262 0			33233=1		4	Map of Alacrity: Varlamore - Proudspire: Lower rocks	F	60			
1581 3249 0			33233=1		4	Map of Alacrity: Varlamore - Proudspire: Upper rocks	F	60			
1465 3128 0			33233=1		4	Map of Alacrity: Varlamore - Ralos rise: Rocks	F	60			
1311 9507 0			33233=1	The Final Dawn	4	Map of Alacrity: Varlamore - Mokhaiotl ruins: Pillar	F	60			
1308 9786 0			33233=1	Shadows of Custodia	4	Map of Alacrity: Varlamore - Stalker den: Stepping stone	F	60			
1283 3147 0			33233=1		4	Map of Alacrity: Varlamore - Tlati rainforest: Log balance	F	60			
1274 3002 0			33233=1		4	Map of Alacrity: Varlamore - Tlati rainforest: Rock climb	F	60			
1304 9398 0			33233=1	The Final Dawn	4	Map of Alacrity: Varlamore - Tonali cavern: Log balance	F	60			
1315 9378 0			33233=1	The Final Dawn	4	Map of Alacrity: Varlamore - Tonali cavern: Stepping stone	F	60			
2404 4406 0			33233=1		4	Map of Alacrity: Varlamore - Zanaris: Cosmic altar path	F	60			
3268 3625 0			33233=1		4	Map of Alacrity: Wilderness - Chaos temple: Stepping stone	F	60			
3046 10332 0			33233=1		4	Map of Alacrity: Wilderness - Deep wilderness dungeon: Crevice	F	60			
3201 3807 0			33233=1		4	Map of Alacrity: Wilderness - Lava dragon isle: Stepping stone	F	60			
3092 3878 0			33233=1		4	Map of Alacrity: Wilderness - Lava maze: Stepping stone	F	60			
3220 10090 0			33233=1		4	Map of Alacrity: Wilderness - Revenant cave: Easy pillar north	F	60			
3220 10082 0			33233=1		4	Map of Alacrity: Wilderness - Revenant cave: Easy pillar south	F	60			
3180 10210 0			33233=1		4	Map of Alacrity: Wilderness - Revenant cave: Medium pillar north 1	F	60			
3202 10196 0			33233=1		4	Map of Alacrity: Wilderness - Revenant cave: Medium pillar north 2	F	60			
3200 10136 0			33233=1		4	Map of Alacrity: Wilderness - Revenant cave: Medium pillar south	F	60			
3241 10145 0			33233=1		4	Map of Alacrity: Wilderness - Revenant cave: Hard pillar	F	60			
3066 10150 0			33233=1		4	Map of Alacrity: Wilderness - Wilderness god wars dungeon: Entry crevice	F	60			
3384 10142 0			33233=1		4	Map of Alacrity: Wilderness - Wilderness slayer cave: Jellies	F	60			
3384 10142 0			33233=1		4	Map of Alacrity: Wilderness - Wilderness slayer cave: Lesser demons	F	60			
											
# Clue Contract											
# Destinations are dynamic (current clue step)											
											
# Fairy Mushroom											
2539 3166 0			25102=1		4	Fairy Mushroom: Kandarin - Tree Gnome Village	F	60			
2460 3446 0			25102=1		4	Fairy Mushroom: Kandarin - Gnome Stronghold	F	60			
2555 3259 0			25102=1		4	Fairy Mushroom: Kandarin - Battlefield of Khazard	F	60			
2486 2850 0			25102=1		4	Fairy Mushroom: Kandarin - Myths' Guild	F	60			
2339 3111 0			25102=1	The Path of Glouphrie	4	Fairy Mushroom: Kandarin - Poison Waste	F	60			
3275 6124 0			25102=1	Song of the Elves	4	Fairy Mushroom: Tirannwn - Prifddinas	F	60			
2613 3858 0			25102=1		4	Fairy Mushroom: Fremennik - Etceteria (planted)	F	60			
3060 3258 0			25102=1		4	Fairy Mushroom: Asgarnia - Port Sarim (planted)	F	60			
2802 3203 0			25102=1		4	Fairy Mushroom: Karamja - Brimhaven (planted)	F	60			
1693 3542 0			25102=1		4	Fairy Mushroom: Kourend - Hosidius (planted)	F	60			
1253 3750 0			25102=1		4	Fairy Mushroom: Kourend - Farming Guild (planted)	F	60			
# Fairy Mushroom - Fairy Rings											
2996 3114 0			25102=1		4	Fairy Mushroom: Asgarnia - AIQ (Mudskipper Point)	F	60			
2700 3247 0			25102=1		4	Fairy Mushroom: Kandarin - AIR (South-east of Ardougne)	F	60			KANDARIN
1429 3324 0			25102=1		4	Fairy Mushroom: Varlamore - AIS (Auburn Valley)	F	60			
2780 3613 0			25102=1		4	Fairy Mushroom: Fremennik - AJR (Slayer cave SE of Rellekka)	F	60			
1651 3010 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - AJP (Avium Savannah)	F	60			
2500 3896 0			25102=1		4	Fairy Mushroom: Fremennik - AJS (Penguins near Miscellania)	F	60			
3284 2705 0			25102=1		4	Fairy Mushroom: Desert - AKP (Necropolis)	F	60			
2319 3619 0			25102=1		4	Fairy Mushroom: Kandarin - AKQ (Piscatoris Hunter area)	F	60			
2571 2956 0			25102=1		4	Fairy Mushroom: Kandarin - AKS (Feldip Hunter area)	F	60			
2503 3636 0			25102=1		4	Fairy Mushroom: Fremennik - ALP (Lighthouse)	F	60			
3597 3495 0			25102=1		4	Fairy Mushroom: Morytania - ALQ (Haunted Woods east of Canifis)	F	60			
2644 3495 0			25102=1		4	Fairy Mushroom: Kandarin - ALS (McGrubor's Wood)	F	60			
3410 3324 0			25102=1		4	Fairy Mushroom: Morytania - BIP (South-west of Mort Myre)	F	60			
3251 3095 0			25102=1		4	Fairy Mushroom: Desert - BIQ (Near Kalphite Hive)	F	60			
2635 3266 0			25102=1		4	Fairy Mushroom: Kandarin - BIS (Ardougne Zoo unicorns)	F	60			
2650 4730 0			25102=1	Holy Grail	4	Fairy Mushroom: Karamja - BJR (Fisher Realm)	F	60			
2150 3070 0			25102=1	Regicide	4	Fairy Mushroom: Tirannwn - BJS (Near Zul-Andra)	F	60			
2385 3035 0			25102=1		4	Fairy Mushroom: Kandarin - BKP (South of Castle Wars)	F	60			
3469 3431 0			25102=1		4	Fairy Mushroom: Morytania - BKR (Mort Myre south of Canifis)	F	60			
2412 4434 0			25102=1	Lost City	4	Fairy Mushroom: Varlamore - BKS (Zanaris)	F	60			
2437 5126 0			25102=1		4	Fairy Mushroom: Karamja - BLP (TzHaar area)	F	60			
2740 3351 0			25102=1		4	Fairy Mushroom: Kandarin - BLR (Legends' Guild)	F	60			
1295 3493 0			25102=1		4	Fairy Mushroom: Kourend - BLS (South of Mount Quidamortem)	F	60			
2513 3884 0			25102=1	The Fremennik Trials	4	Fairy Mushroom: Fremennik - CIP (Miscellania)	F	60			
2528 3127 0			25102=1		4	Fairy Mushroom: Kandarin - CIQ (North-west of Yanille)	F	60			
1302 3762 0			25102=1		4	Fairy Mushroom: Kourend - CIR (South of Mount Karuulm)	F	60			
1639 3868 0			25102=1		4	Fairy Mushroom: Kourend - CIS (Arceuus Library)	F	60			
2705 3576 0			25102=1		4	Fairy Mushroom: Kandarin - CJR (Sinclair Mansion)	F	60			
1359 2941 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - CKQ (Aldarin)	F	60			
2801 3003 0			25102=1		4	Fairy Mushroom: Karamja - CKR (South of Tai Bwo Wannai)	F	60			
3447 3470 0			25102=1		4	Fairy Mushroom: Morytania - CKS (Canifis)	F	60			
2740 2738 0			25102=1	Monkey Madness I	4	Fairy Mushroom: Kandarin - CLR (Ape Atoll)	F	60			
2682 3081 0			25102=1		4	Fairy Mushroom: Kandarin - CLS (Hazelmere's home)	F	60			
3037 4763 0			25102=1		4	Fairy Mushroom: Varlamore - DIP (Abyssal Nexus)	F	60			
2658 3230 0			25102=1		4	Fairy Mushroom: Kandarin - DJP (Tower of Life)	F	60			
1455 3658 0			25102=1		4	Fairy Mushroom: Kourend - DJR (Chasm of Fire)	F	60			
2900 3111 0			25102=1		4	Fairy Mushroom: Karamja - DKP (Gnome Glider)	F	60			
2744 3719 0			25102=1		4	Fairy Mushroom: Fremennik - DKS (Polar Hunter area)	F	60			
3423 3016 0			25102=1		4	Fairy Mushroom: Desert - DLQ (North of Nardah)	F	60			
2213 3099 0			25102=1		4	Fairy Mushroom: Kandarin - DLR (Poison Waste south of Isafdar)	F	60			KANDARIN
3447 9824 0			25102=1	In Search of the Myreque	4	Fairy Mushroom: Morytania - DLS (Myreque hideout)	F	60			
# Fairy Mushroom - Tool Leprechauns											
3319 3204 0			25102=1		4	Fairy Mushroom: Desert - Al Kharid	F	60			
2619 3221 0			25102=1		4	Fairy Mushroom: Kandarin - Ardougne Monastery	F	60			
2773 3211 0			25102=1		4	Fairy Mushroom: Karamja - Brimhaven	F	60			
2815 3467 0			25102=1		4	Fairy Mushroom: Kandarin - Catherby	F	60			
3454 3468 0			25102=1		4	Fairy Mushroom: Morytania - West of Canifis	F	60			
2812 3332 0			25102=1		4	Fairy Mushroom: Asgarnia - Entrana	F	60			
2596 3860 0			25102=1		4	Fairy Mushroom: Fremennik - Etceteria	F	60			
3053 3305 0			25102=1		4	Fairy Mushroom: Asgarnia - Falador Farm	F	60			
3008 3370 0			25102=1		4	Fairy Mushroom: Asgarnia - Falador Park	F	60			
1236 3732 0			25102=1		4	Fairy Mushroom: Kourend - Farming Guild	F	60			
3792 2840 0			25102=1		4	Fairy Mushroom: Morytania - Harmony Island	F	60			
1741 3552 0			25102=1		4	Fairy Mushroom: Kourend - Hosidius Allotment	F	60			
1696 3544 0			25102=1		4	Fairy Mushroom: Kourend - Hosidius Saltpetre	F	60			
1806 3555 0			25102=1		4	Fairy Mushroom: Kourend - Hosidius Vinery	F	60			
2346 3164 0			25102=1		4	Fairy Mushroom: Tirannwn - Lletya	F	60			
2671 3368 0			25102=1		4	Fairy Mushroom: Kandarin - North of Ardougne	F	60			
2663 3521 0			25102=1		4	Fairy Mushroom: Kandarin - North of McGrubor's Wood	F	60			
3596 3524 0			25102=1		4	Fairy Mushroom: Morytania - West of Port Phasmatys	F	60			
3064 3255 0			25102=1		4	Fairy Mushroom: Asgarnia - Port Sarim	F	60			
3295 6105 0			25102=1	Song of the Elves	4	Fairy Mushroom: Tirannwn - Prifddinas	F	60			
2939 3219 0			25102=1		4	Fairy Mushroom: Asgarnia - Rimmington	F	60			
2797 3104 0			25102=1		4	Fairy Mushroom: Karamja - Tai Bwo Wannai	F	60			
2941 3432 0			25102=1		4	Fairy Mushroom: Asgarnia - Taverley	F	60			
2478 3444 0			25102=1		4	Fairy Mushroom: Kandarin - Tree Gnome Stronghold East	F	60			
2439 3414 0			25102=1		4	Fairy Mushroom: Kandarin - Tree Gnome Stronghold West	F	60			
2485 3178 0			25102=1		4	Fairy Mushroom: Kandarin - Tree Gnome Village	F	60			
2825 3685 0			25102=1	My Arm's Big Adventure	4	Fairy Mushroom: Asgarnia - Troll Stronghold	F	60			
2848 3930 0			25102=1		4	Fairy Mushroom: Fremennik - Weiss	F	60			
2863 3432 0			25102=1		4	Fairy Mushroom: Kandarin - White Wolf Mountain	F	60			
2573 3108 0			25102=1		4	Fairy Mushroom: Kandarin - Yanille	F	60			
1593 3099 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Ortus Farm	F	60			
1683 2971 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Locus Oasis	F	60			
1364 2943 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Aldarin	F	60			
1448 3354 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Auburnvale	F	60			
1352 3057 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Kastori North	F	60			
1354 3029 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Kastori South	F	60			
1369 3317 0			25102=1	Children of the Sun	4	Fairy Mushroom: Varlamore - Nemus Retreat	F	60			
